season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,False,,,2.0,6.0,28.0,34.0,1.0,1.0,8.0,,,,2.0,,,,5.0,2.0,,2.0,,,,,,,,,90.0,,,,,,,12.0,,5.9,,,,,4.0,,,,9.0,,15.0,31.0,46.0,0,1.0,52.0,,,,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,2.0,,2.0,11.0,14.0,23.0,3.0,3.0,7.0,,,,2.0,,,,6.0,3.0,,,,,,,,,1.0,,61.0,,1.0,,,,,10.0,,6.6,,,,,1.0,1.0,2.0,,4.0,,13.0,16.0,27.0,0,,43.0,,,,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,,10.0,5.0,15.0,6.0,3.0,2.0,1.0,,,3.0,,,3.0,18.0,9.0,,3.0,1.0,,,,,,2.0,,90.0,,,,,,,16.0,,7.0,,,1.0,,,8.0,,,,,19.0,6.0,25.0,1,,44.0,,1.0,5.0,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,,13.0,11.0,24.0,1.0,2.0,4.0,,,,1.0,,,,3.0,7.0,,,,,,,,,,,90.0,,1.0,,,,,16.0,,6.9,,,1.0,,7.0,2.0,2.0,,3.0,,22.0,15.0,35.0,1,4.0,65.0,,,1.0,3.0
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,2.0,16.0,21.0,37.0,1.0,3.0,8.0,,,2.0,,,,,4.0,12.0,,1.0,,,,,,2.0,,,90.0,,,,,,,11.0,,7.5,,,,,4.0,4.0,,,6.0,,23.0,22.0,45.0,2,7.0,69.0,1.0,,2.0,6.0
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,871822,235382,Steven Alzate,steven-alzate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,881132,423649,Enock Mwepu,enock-mwepu,M,False,,,1.0,15.0,14.0,29.0,6.0,,8.0,1.0,,,3.0,,,1.0,15.0,4.0,,4.0,2.0,,,,,,2.0,,90.0,,,1.0,,,,16.0,,6.8,,,,,1.0,2.0,,,2.0,1.0,23.0,15.0,38.0,0,2.0,53.0,4.0,1.0,1.0,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,True,,,,3.0,2.0,5.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,9.0,,,,,,,4.0,,6.5,,,,,,,,,1.0,,7.0,2.0,9.0,0,,9.0,,,,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,3.0,,2.0,23.0,9.0,29.0,1.0,,7.0,,,1.0,3.0,,,1.0,7.0,6.0,,1.0,,2.0,,,,,3.0,,90.0,2.0,,,,,,17.0,,8.7,,,,,4.0,1.0,5.0,,4.0,,33.0,11.0,39.0,3,5.0,65.0,3.0,1.0,,1.0
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,2.0,2.0,4.0,1.0,,4.0,,,,,,,,1.0,4.0,,,,,,,,2.0,,,29.0,,,,,,,7.0,,6.7,,,,,,1.0,,,1.0,,4.0,4.0,8.0,0,2.0,18.0,2.0,1.0,1.0,2.0
2021-22,9576446,21,36,Brighton_and_Hove_Albion,Away,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,5.0,2.0,14.0,16.0,,1.0,5.0,,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,1.0,,,20.0,,6.7,3.0,4.0,,,,,,,25.0,,22.0,14.0,36.0,0,,42.0,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,2.0,18.0,11.0,29.0,,3.0,8.0,,,2.0,1.0,,,,3.0,6.0,,,,,,,,1.0,,,56.0,,1.0,,,,,6.0,,6.9,,,,,1.0,3.0,,,3.0,,22.0,11.0,33.0,2,2.0,44.0,,,1.0,1.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,2.0,,6.6,,,1.0,,,,,,,,2.0,1.0,3.0,1,,6.0,1.0,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,4.0,,,22.0,11.0,29.0,2.0,2.0,6.0,,1.0,,2.0,,,,5.0,3.0,,1.0,,,,,,1.0,4.0,,73.0,1.0,,,,1.0,,16.0,,6.6,,,1.0,,1.0,1.0,9.0,,1.0,,33.0,14.0,38.0,2,1.0,58.0,1.0,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,27.0,51.0,78.0,1.0,1.0,4.0,,,,,,,,4.0,2.0,,3.0,,,,,,3.0,,,90.0,1.0,,,,,,7.0,,6.9,,,,,2.0,,,,4.0,,31.0,52.0,83.0,1,1.0,96.0,1.0,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,4.0,23.0,5.0,28.0,1.0,,6.0,,1.0,1.0,,,,1.0,4.0,2.0,,2.0,,,,,,1.0,,,90.0,1.0,,,,,,10.0,,6.9,,,3.0,,,2.0,1.0,,5.0,1.0,31.0,5.0,35.0,5,,48.0,1.0,,2.0,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,False,,,9.0,29.0,65.0,94.0,1.0,3.0,5.0,,,,,,,,2.0,8.0,,1.0,,,,,,1.0,,,90.0,,,,,,,17.0,,7.3,,,2.0,,3.0,1.0,,,19.0,,41.0,69.0,110.0,2,3.0,122.0,1.0,1.0,1.0,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,,15.0,22.0,37.0,,2.0,7.0,,,,1.0,,,,4.0,7.0,,,,,,,,2.0,1.0,,73.0,,,,,,1.0,20.0,,7.0,,,,,1.0,3.0,1.0,,4.0,,28.0,24.0,51.0,0,2.0,74.0,,3.0,,2.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,8.0,3.0,11.0,2.0,,1.0,,,,,,,2.0,7.0,3.0,,2.0,,,,,,,,,90.0,,,,,,,8.0,,6.8,,,1.0,,,2.0,1.0,,,,12.0,3.0,14.0,1,1.0,25.0,1.0,1.0,1.0,1.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,1.0,,,12.0,1.0,12.0,,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,1.0,,17.0,,,,,,,4.0,,6.7,,,1.0,,,,3.0,,,,15.0,1.0,13.0,2,1.0,20.0,,,,1.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,5.0,21.0,18.0,39.0,1.0,2.0,9.0,1.0,,,1.0,,,1.0,4.0,7.0,,,,,,,,,2.0,,90.0,,,,,,,15.0,,7.4,,,,,2.0,1.0,2.0,,6.0,,30.0,21.0,49.0,0,4.0,75.0,,1.0,,3.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,852394,240514,Kjell Scherpen,kjell-scherpen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,871822,235382,Steven Alzate,steven-alzate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,False,2.0,,,22.0,6.0,26.0,1.0,4.0,1.0,,1.0,,1.0,,,,5.0,7.0,,1.0,,,,,1.0,,,,90.0,1.0,,,,,,21.0,,6.7,,,1.0,,,4.0,3.0,,1.0,,33.0,8.0,38.0,2,1.0,62.0,6.0,,2.0,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,1.0,,1.0,30.0,11.0,40.0,1.0,2.0,7.0,1.0,,1.0,2.0,,,1.0,4.0,6.0,,,,,,,,,2.0,,90.0,,,,,,,16.0,,7.4,,,,,,,7.0,,2.0,,43.0,12.0,48.0,1,4.0,66.0,1.0,,,3.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,1.0,19.0,6.0,25.0,,,1.0,,,,,,,1.0,2.0,3.0,,1.0,,,,,,,1.0,,34.0,,,,,,,9.0,,6.7,,,,,,1.0,6.0,,2.0,,27.0,6.0,27.0,0,1.0,38.0,,1.0,1.0,1.0
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,1.0,,20.0,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,7.0,,6.3,,1.0,,,,,,,8.0,,7.0,20.0,27.0,0,,29.0,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576268,22,36,Brighton_and_Hove_Albion,Home,1004556,433138,Marc Leonard,marc-leonard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,6.0,,6.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,28.0,2.0,,,,,,4.0,,7.0,,,,,,,,,,,9.0,,9.0,2,,13.0,1.0,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,,,,19.0,8.0,27.0,1.0,1.0,4.0,,,,,,,2.0,5.0,3.0,,1.0,,,,,,,,,62.0,,2.0,,,,,23.0,,6.5,,,1.0,,,2.0,5.0,,4.0,,33.0,9.0,37.0,1,1.0,58.0,3.0,,1.0,1.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,99090,78916,Dan Burn,dan-burn,D,False,,,3.0,12.0,41.0,53.0,,2.0,10.0,,,,2.0,,,,5.0,3.0,,2.0,,,,,,3.0,,,90.0,1.0,1.0,,,,,11.0,,7.0,,,,,3.0,1.0,,,7.0,,19.0,43.0,62.0,1,1.0,77.0,,,,1.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,3.0,28.0,2.0,30.0,2.0,,5.0,,1.0,1.0,1.0,,,3.0,7.0,4.0,,,,,,,,,3.0,,90.0,1.0,,,,,,18.0,,6.8,,,1.0,,,4.0,2.0,,3.0,1.0,36.0,4.0,38.0,3,1.0,57.0,4.0,,3.0,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,False,,,6.0,25.0,45.0,70.0,1.0,2.0,16.0,,,,,,,,1.0,4.0,,,,,,,,,,,90.0,,1.0,,,,,13.0,,7.0,,,,,4.0,,,,11.0,,36.0,47.0,83.0,0,1.0,93.0,,1.0,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,,,4.0,28.0,10.0,38.0,1.0,1.0,7.0,,,,1.0,,,,2.0,4.0,,,,,,,,1.0,,,77.0,,,,,,,16.0,,7.0,,,,,,,,,5.0,,36.0,15.0,51.0,0,3.0,67.0,1.0,,,3.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,False,1.0,,1.0,15.0,9.0,23.0,2.0,1.0,3.0,1.0,,,1.0,,,3.0,8.0,2.0,,2.0,1.0,,,,,,3.0,,90.0,1.0,,,,,,14.0,,7.2,,,,,,,1.0,,1.0,1.0,22.0,11.0,32.0,1,,45.0,2.0,1.0,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,,4.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,,13.0,,,,,,,2.0,,7.0,,,,,,,2.0,,,,6.0,,4.0,0,,7.0,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,1.0,23.0,18.0,41.0,,1.0,7.0,,,,,,,3.0,4.0,5.0,,1.0,,,,,,1.0,1.0,,90.0,,2.0,,,,,20.0,,7.0,,,1.0,,,1.0,4.0,,2.0,1.0,34.0,21.0,51.0,1,2.0,78.0,2.0,1.0,1.0,2.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,852394,240514,Kjell Scherpen,kjell-scherpen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,871822,235382,Steven Alzate,steven-alzate,M,False,,,1.0,12.0,16.0,28.0,1.0,,5.0,,,,1.0,,,,2.0,6.0,,,,,,,,1.0,,,62.0,,,,,,,5.0,,7.0,,,,,2.0,2.0,,,1.0,,15.0,17.0,32.0,0,2.0,44.0,1.0,2.0,2.0,1.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,False,,,2.0,34.0,17.0,51.0,1.0,1.0,10.0,,,1.0,,,,,2.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,13.0,,7.2,,,,,,1.0,2.0,,3.0,,44.0,18.0,60.0,1,5.0,76.0,1.0,,,3.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,1.0,,5.0,34.0,16.0,49.0,,,7.0,,,2.0,4.0,,,,7.0,5.0,,2.0,,,,,,,1.0,,90.0,,1.0,,,,,16.0,,7.0,,,1.0,,1.0,1.0,5.0,,6.0,,44.0,16.0,55.0,3,4.0,80.0,5.0,1.0,,3.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,1.0,,1.0,14.0,1.0,14.0,,,1.0,1.0,,1.0,,,,,2.0,4.0,,,,,,,,,1.0,,28.0,,,,,,,8.0,,7.1,,,,,,4.0,5.0,,1.0,,20.0,1.0,16.0,1,2.0,29.0,,,2.0,1.0
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,920546,215059,Robert Sánchez,robert-sanchez,G,False,,1.0,10.0,2.0,38.0,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,7.0,1.0,7.2,3.0,4.0,,,3.0,,,1.0,17.0,,8.0,39.0,47.0,0,,63.0,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576339,23,36,Brighton_and_Hove_Albion,Away,1004556,433138,Marc Leonard,marc-leonard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,8.0,1.0,9.0,3.0,2.0,,,1.0,1.0,1.0,,,1.0,6.0,3.0,,1.0,,,,,,,1.0,,62.0,,,,,,,8.0,,6.2,,,2.0,,,1.0,,,,,10.0,1.0,11.0,3,1.0,23.0,4.0,,,1.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,1.0,,1.0,18.0,8.0,25.0,,1.0,5.0,1.0,,,,,,2.0,2.0,1.0,,,,,,,,2.0,1.0,,62.0,,1.0,,,,,19.0,,7.1,,,,,,,3.0,,3.0,,31.0,9.0,37.0,0,,49.0,2.0,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,99090,78916,Dan Burn,dan-burn,D,False,,,6.0,9.0,20.0,29.0,2.0,1.0,6.0,,,,,,,,3.0,2.0,,1.0,,,,,,3.0,,,90.0,,3.0,,,,,3.0,,7.3,,,,,5.0,,,,8.0,,11.0,21.0,32.0,0,1.0,46.0,,,,1.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,6.0,3.0,9.0,1.0,,2.0,,,1.0,,,,1.0,4.0,,,1.0,,,,,,,,,28.0,,,,,,,9.0,,6.3,,,,,,1.0,1.0,,1.0,1.0,10.0,3.0,12.0,1,,20.0,3.0,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,False,,,4.0,17.0,28.0,45.0,,2.0,7.0,,,,,,,,,5.0,,,,1.0,,,,2.0,1.0,,90.0,1.0,,,,,,10.0,,7.9,,,,,6.0,1.0,,,8.0,,22.0,32.0,54.0,1,2.0,68.0,1.0,,1.0,1.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,2.0,14.0,18.0,32.0,1.0,,3.0,,,,,,,1.0,3.0,2.0,,2.0,,,,,,,,,90.0,,,,,,,19.0,,6.4,,,,,2.0,,,,7.0,,21.0,22.0,43.0,0,1.0,65.0,2.0,1.0,,1.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,4.0,1.0,5.0,3.0,,1.0,,,2.0,1.0,,,2.0,7.0,,,1.0,,,,,,,,,28.0,,,,,,,8.0,,6.2,,,,,,,,,,,4.0,1.0,5.0,2,,16.0,5.0,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,1.0,,,2.0,1.0,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,14.0,,,,,,,2.0,,6.8,,,,,,,2.0,,1.0,,3.0,2.0,3.0,0,,7.0,,1.0,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,1.0,39.0,15.0,52.0,3.0,1.0,12.0,,,,1.0,,,,4.0,8.0,,,,,,,,2.0,2.0,,90.0,,,,,,,15.0,,7.7,,,,,1.0,1.0,3.0,,3.0,,45.0,19.0,61.0,0,6.0,89.0,2.0,,1.0,3.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,852394,240514,Kjell Scherpen,kjell-scherpen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,871822,235382,Steven Alzate,steven-alzate,M,False,,,1.0,28.0,12.0,40.0,1.0,,7.0,,,,,,,,4.0,1.0,,1.0,,,,,,3.0,,,90.0,,,,,,,10.0,,6.6,,,,,2.0,2.0,,,5.0,,32.0,15.0,47.0,0,1.0,59.0,1.0,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,False,,,1.0,22.0,10.0,32.0,,,7.0,,,,,,,,2.0,3.0,,1.0,,,,,,1.0,,,90.0,,,,,,,17.0,,7.0,,,1.0,,1.0,1.0,3.0,,2.0,,34.0,12.0,43.0,1,3.0,56.0,2.0,,,3.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,1.0,,2.0,29.0,16.0,44.0,1.0,1.0,6.0,,,1.0,1.0,,,,2.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,8.0,,7.5,,,,,1.0,1.0,4.0,,3.0,,35.0,18.0,49.0,2,,63.0,,1.0,1.0,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,False,1.0,,,10.0,4.0,13.0,,,2.0,,,,,,,,2.0,7.0,,,,,,,,2.0,1.0,,76.0,,1.0,,,,,11.0,,7.2,,,,,,6.0,5.0,,,,16.0,5.0,16.0,0,1.0,40.0,2.0,2.0,4.0,1.0
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,920546,215059,Robert Sánchez,robert-sanchez,G,False,,1.0,8.0,2.0,21.0,23.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,2.0,1.0,6.8,2.0,2.0,,,1.0,,,1.0,10.0,,4.0,21.0,25.0,0,,35.0,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,1004556,433138,Marc Leonard,marc-leonard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,36,Brighton_and_Hove_Albion,Home,1007073,209288,Tom McGill,tom-mcgill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,False,,,,33.0,31.0,64.0,,3.0,10.0,,,,3.0,,,,3.0,9.0,,,,,,,,,1.0,,89.0,,1.0,,,,,7.0,,7.2,,,,,2.0,,,,1.0,,38.0,33.0,71.0,0,2.0,86.0,,4.0,,1.0
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,8.0,,8.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,,2.0,,,,,,,,,64.0,,,,,,,4.0,,6.7,,,,,1.0,,,,,,10.0,1.0,11.0,0,1.0,15.0,1.0,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,2.0,,,14.0,6.0,18.0,,,3.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,1.0,2.0,,64.0,,,,,,,8.0,,6.9,,,1.0,,,,4.0,,1.0,,20.0,6.0,22.0,1,2.0,35.0,2.0,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,3.0,13.0,64.0,77.0,1.0,4.0,9.0,,,,1.0,,,,3.0,4.0,,1.0,,,,,,1.0,,,90.0,,,,,,,6.0,,6.9,,,1.0,,2.0,,,,5.0,,16.0,67.0,83.0,1,,92.0,,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576449,25,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,False,,,7.0,30.0,23.0,53.0,,8.0,3.0,,1.0,,,,,,,9.0,,,,1.0,,,,3.0,,,90.0,2.0,1.0,,,,,22.0,,8.0,,,,,6.0,,,,19.0,,47.0,28.0,75.0,2,,90.0,,1.0,,
