season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attLgCentre,attPenMiss,attCorner,attFreekickGoal,attLgLeft,attLgRight,attObxdLeft,attemptsIbox,attemptsObox,ptsDroppedWinningPos,ptsGainedLosingPos,touchesInOppBox,attObxdRight,penaltySave,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsFreekick,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2016-17,855296,13.0,2016-11-26 15:00:00,13,Leicester,Home,113.0,9.0,,5.0,5.0,5.0,,102.0,2.0,,1.0,8.0,14.0,18.0,210.0,,,22.0,31.0,22.0,7.0,,,,,,,,,7.0,2.0,,1.0,,,1.0,7.0,4.0,2.0,,53.0,60.0,,,2.0,4.0,20.0,2.0,14.0,,,2.0,9.0,6.0,,4.0,,65.0,54.0,4.0,22.0,11.0,,,68.0,15.0,11.0,,,5.0,3.0,,144.0,,,,,,,6.0,,,,,,,,,11.0,1.0,11.0,11.0,2.0,1.0,63.0,77.0,17.0,3.0,1.0,4.0,3.0,3.0,308.0,,,2.0,,,43.0,58.0,32.0,,,,2.0,163.0,163.0,2.0,20.0,29.0,40.7,1.0,,20.0,0.0,,,,70.0,,,,,,,6.0,,3.0,50.0,200.0,11.0,7.0,135.0,29.0,22.0,11.0,1.0,19.0,18.0,,101.0,11.0,214.0,,,46.0,16.0,78.0,3.0,330.0,,0.0,11.0,13.0,,31.0,4.0,504.0,11.0,9.0,2.0,8.0,0.0,,,,,,,,7.0,4.0,,1.0,26.0,,,,,,,,,,,,,
2016-17,855308,14.0,2016-12-03 15:00:00,13,Leicester,Away,112.0,13.0,1.0,5.0,4.0,,1.0,152.0,4.0,1.0,1.0,4.0,13.0,21.0,259.0,,,19.0,12.0,16.0,7.0,3.0,,,,,,1.0,,9.0,,,,,,4.0,5.0,15.0,8.0,,45.0,65.0,1.0,,1.0,1.0,22.0,7.0,16.0,,,4.0,10.0,8.0,,3.0,1.0,53.0,44.0,1.0,23.0,8.0,,,68.0,12.0,7.0,,,3.0,1.0,,146.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,8.0,1.0,16.0,16.0,4.0,1.0,87.0,77.0,32.0,3.0,,4.0,7.0,5.0,334.0,,,6.0,2.0,1.0,67.0,50.0,28.0,,,,,157.0,157.0,3.0,26.0,28.0,46.5,,,22.0,0.0,,,,80.0,3.0,2.0,5.0,,,,5.0,2.0,3.0,83.0,246.0,10.0,11.0,130.0,32.0,23.0,17.0,3.0,22.0,19.0,,129.0,5.0,250.0,,1.0,26.0,13.0,62.0,3.0,358.0,2.0,0.0,17.0,14.0,,26.0,1.0,564.0,16.0,7.0,4.0,9.0,0.0,,,4.0,,,,,9.0,8.0,,,20.0,,,,,,,,,,,,,
2016-17,855316,15.0,2016-12-10 17:30:00,13,Leicester,Home,47.0,7.0,1.0,3.0,2.0,2.0,,78.0,4.0,,1.0,6.0,6.0,18.0,122.0,,1.0,8.0,19.0,18.0,3.0,1.0,1.0,,,,,,1.0,7.0,,,,,,,8.0,11.0,8.0,,32.0,44.0,4.0,2.0,2.0,7.0,11.0,1.0,13.0,,,3.0,3.0,1.0,,3.0,,49.0,45.0,7.0,44.0,21.0,,,51.0,10.0,7.0,3.0,,,,,110.0,3.0,,3.0,2.0,1.0,1.0,15.0,,,3.0,1.0,,,,,21.0,,11.0,11.0,3.0,1.0,29.0,65.0,21.0,11.0,1.0,3.0,4.0,6.0,173.0,,,7.0,2.0,,57.0,22.0,20.0,,,,,107.0,107.0,6.0,18.0,14.0,22.1,,2.0,11.0,0.0,,,,34.0,1.0,1.0,2.0,,1.0,1.0,4.0,,3.0,41.0,111.0,6.0,7.0,53.0,22.0,44.0,10.0,2.0,6.0,4.0,2.0,91.0,13.0,158.0,1.0,,25.0,6.0,61.0,,205.0,,0.0,11.0,14.0,1.0,12.0,3.0,371.0,8.0,6.0,3.0,11.0,0.0,,,3.0,,,,,8.0,3.0,,,20.0,,,,,,,,,,,,,
2016-17,855322,16.0,2016-12-13 19:45:00,13,Leicester,Away,88.0,15.0,4.0,8.0,4.0,7.0,1.0,128.0,5.0,1.0,,9.0,12.0,26.0,208.0,,1.0,15.0,24.0,21.0,8.0,2.0,,,,,,,1.0,7.0,,,,,,1.0,7.0,4.0,5.0,,39.0,68.0,2.0,2.0,,3.0,14.0,4.0,10.0,,,11.0,10.0,4.0,,8.0,2.0,67.0,47.0,3.0,27.0,16.0,,,53.0,15.0,4.0,,,3.0,2.0,,141.0,,,,,,,9.0,,,,1.0,,,,1.0,16.0,,19.0,19.0,1.0,,68.0,69.0,32.0,4.0,,3.0,7.0,4.0,278.0,,,3.0,3.0,,38.0,48.0,42.0,,,,,164.0,164.0,4.0,30.0,28.0,37.1,,,14.0,0.0,,,,58.0,1.0,1.0,2.0,,1.0,,4.0,1.0,3.0,61.0,194.0,10.0,10.0,115.0,28.0,27.0,16.0,7.0,23.0,16.0,,106.0,15.0,214.0,1.0,1.0,39.0,13.0,71.0,2.0,306.0,,0.0,12.0,17.0,3.0,28.0,3.0,508.0,14.0,5.0,11.0,12.0,0.0,,,2.0,,,,,10.0,2.0,,,25.0,,,,,,,,,,,,,
2016-17,855337,17.0,2016-12-17 15:00:00,13,Leicester,Away,116.0,11.0,3.0,9.0,6.0,2.0,,120.0,2.0,2.0,1.0,11.0,12.0,32.0,227.0,,,11.0,18.0,15.0,7.0,3.0,,1.0,,,1.0,,,9.0,,,,,,1.0,8.0,7.0,9.0,,42.0,58.0,2.0,,2.0,5.0,12.0,3.0,8.0,,1.0,9.0,12.0,6.0,,4.0,4.0,45.0,45.0,5.0,34.0,24.0,,,50.0,12.0,9.0,,,2.0,1.0,1.0,135.0,2.0,,2.0,2.0,,,5.0,,,2.0,1.0,,,,1.0,24.0,,8.0,8.0,1.0,1.0,67.0,62.0,31.0,9.0,1.0,1.0,11.0,8.0,283.0,,,5.0,,,32.0,63.0,33.0,1.0,1.0,1.0,,127.0,127.0,1.0,32.0,17.0,35.1,,,12.0,0.0,,,,67.0,3.0,2.0,5.0,,,,3.0,,3.0,59.0,208.0,6.0,12.0,141.0,29.0,34.0,11.0,6.0,25.0,19.0,,87.0,12.0,195.0,1.0,2.0,33.0,13.0,68.0,,311.0,,1.0,14.0,16.0,,19.0,6.0,500.0,10.0,6.0,9.0,11.0,0.0,,,3.0,,,,,9.0,5.0,,1.0,16.0,,,,,,,,,,,,,
2016-17,855346,18.0,2016-12-26 15:00:00,13,Leicester,Home,97.0,16.0,,1.0,1.0,6.0,,170.0,4.0,3.0,1.0,9.0,12.0,25.0,266.0,,,13.0,32.0,21.0,6.0,,,,,,,,,6.0,,,,,,,7.0,5.0,3.0,,48.0,73.0,1.0,1.0,,4.0,12.0,2.0,9.0,,,3.0,6.0,12.0,,8.0,,66.0,57.0,4.0,17.0,10.0,,,72.0,14.0,7.0,,,1.0,,,181.0,,,,,,,7.0,,,,1.0,,,,1.0,10.0,,15.0,15.0,,1.0,71.0,93.0,42.0,4.0,,3.0,3.0,2.0,367.0,,,,,,59.0,57.0,33.0,,,,,196.0,196.0,3.0,27.0,36.0,42.0,,1.0,12.0,0.0,,,,93.0,,1.0,1.0,,2.0,,3.0,,3.0,85.0,252.0,4.0,6.0,117.0,43.0,17.0,16.0,2.0,20.0,18.0,,147.0,18.0,296.0,1.0,3.0,36.0,13.0,73.0,3.0,393.0,2.0,0.0,7.0,19.0,,19.0,3.0,573.0,27.0,10.0,3.0,12.0,0.0,,,1.0,,,,,1.0,6.0,,,13.0,,,,,,,,,,,,,
2016-17,855356,19.0,2016-12-31 15:00:00,13,Leicester,Home,86.0,15.0,1.0,5.0,4.0,4.0,,124.0,3.0,1.0,3.0,10.0,9.0,27.0,205.0,,,9.0,40.0,19.0,6.0,,,,,1.0,1.0,,,10.0,,,,1.0,,,3.0,11.0,13.0,,40.0,63.0,1.0,,1.0,3.0,15.0,2.0,8.0,,1.0,7.0,14.0,6.0,,6.0,4.0,68.0,51.0,3.0,41.0,22.0,,,52.0,11.0,8.0,1.0,,1.0,,1.0,147.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,22.0,1.0,13.0,13.0,2.0,3.0,68.0,81.0,35.0,7.0,,3.0,4.0,4.0,283.0,,,9.0,1.0,,52.0,67.0,31.0,,,,,157.0,157.0,4.0,24.0,25.0,39.7,1.0,1.0,15.0,0.0,,,,56.0,2.0,3.0,5.0,,1.0,,6.0,,3.0,64.0,192.0,11.0,7.0,106.0,23.0,41.0,13.0,5.0,25.0,20.0,,112.0,12.0,230.0,2.0,1.0,40.0,9.0,75.0,3.0,311.0,1.0,0.0,12.0,15.0,,14.0,5.0,520.0,12.0,9.0,7.0,14.0,0.0,,,1.0,,,,,9.0,3.0,,,28.0,,,,,,,,,,,,,
2016-17,855366,20.0,2017-01-02 12:30:00,13,Leicester,Away,82.0,14.0,1.0,3.0,2.0,5.0,,140.0,7.0,,1.0,9.0,8.0,30.0,219.0,,,17.0,25.0,32.0,7.0,1.0,,,,1.0,2.0,,,6.0,,,,,,1.0,6.0,4.0,5.0,,44.0,70.0,,,,3.0,14.0,2.0,16.0,,,2.0,6.0,7.0,,10.0,,66.0,68.0,3.0,36.0,17.0,,1.0,64.0,9.0,10.0,,,3.0,,2.0,153.0,,,,,,,13.0,,,,4.0,,,,2.0,17.0,,13.0,13.0,2.0,1.0,66.0,77.0,36.0,2.0,,4.0,4.0,4.0,300.0,,,2.0,1.0,,47.0,56.0,22.0,,,,,174.0,174.0,6.0,23.0,30.0,37.6,,,14.0,0.0,,,,68.0,,1.0,1.0,,2.0,,4.0,,3.0,62.0,202.0,7.0,8.0,107.0,22.0,36.0,12.0,2.0,15.0,13.0,,106.0,21.0,239.0,4.0,,38.0,11.0,75.0,,331.0,,0.0,10.0,22.0,,31.0,0.0,534.0,17.0,4.0,2.0,19.0,0.0,,,1.0,,,,,4.0,6.0,,,15.0,,,,,,,,,,,,,
2016-17,855375,21.0,2017-01-14 17:30:00,13,Leicester,Home,128.0,8.0,,2.0,2.0,4.0,,106.0,1.0,,3.0,7.0,8.0,26.0,232.0,,,22.0,19.0,14.0,6.0,,,,,,,,,6.0,,,,,,,4.0,5.0,3.0,,47.0,63.0,,,,2.0,19.0,,13.0,,,3.0,8.0,2.0,,4.0,,46.0,42.0,2.0,17.0,9.0,,,53.0,8.0,9.0,,,2.0,2.0,,150.0,,,,,,,5.0,,,,1.0,,,,,9.0,,17.0,17.0,3.0,3.0,69.0,83.0,33.0,5.0,,4.0,2.0,2.0,322.0,,,3.0,,,62.0,64.0,28.0,,,,,147.0,147.0,4.0,30.0,24.0,35.2,,,19.0,0.0,,,,75.0,,,,,,,5.0,,3.0,46.0,221.0,11.0,6.0,152.0,20.0,17.0,8.0,3.0,15.0,12.0,,93.0,13.0,204.0,1.0,2.0,38.0,8.0,68.0,2.0,341.0,,0.0,7.0,13.0,1.0,30.0,1.0,503.0,9.0,6.0,3.0,9.0,0.0,,,1.0,,,,,3.0,4.0,,,10.0,,,,,,,,,,,,,
2016-17,855389,22.0,2017-01-22 12:00:00,13,Leicester,Away,79.0,14.0,,4.0,4.0,2.0,,125.0,5.0,,,6.0,5.0,19.0,200.0,,,12.0,35.0,32.0,7.0,,2.0,,,,1.0,,,6.0,,,,,,2.0,6.0,14.0,6.0,,39.0,55.0,1.0,1.0,,3.0,33.0,2.0,6.0,,,2.0,11.0,6.0,,6.0,3.0,61.0,68.0,3.0,38.0,21.0,,1.0,58.0,10.0,7.0,,,2.0,1.0,1.0,176.0,,,,,,,15.0,,,,2.0,,,,,21.0,,14.0,14.0,2.0,,66.0,82.0,28.0,7.0,,5.0,2.0,2.0,304.0,,,3.0,2.0,,74.0,40.0,30.0,1.0,1.0,1.0,,195.0,195.0,2.0,19.0,29.0,39.9,,2.0,33.0,0.0,,,,56.0,2.0,2.0,4.0,,1.0,2.0,7.0,,2.0,63.0,184.0,19.0,7.0,112.0,28.0,38.0,18.0,2.0,20.0,18.0,2.0,114.0,19.0,245.0,2.0,,37.0,6.0,69.0,1.0,337.0,,0.0,11.0,17.0,,27.0,1.0,554.0,12.0,12.0,2.0,11.0,0.0,,,2.0,,,,1.0,3.0,8.0,,,11.0,,,,,,,,,,,,,
2016-17,855394,23.0,2017-01-31 19:45:00,13,Leicester,Away,72.0,10.0,,4.0,4.0,3.0,1.0,92.0,5.0,1.0,2.0,8.0,9.0,24.0,160.0,,,18.0,52.0,31.0,7.0,1.0,2.0,,,,,,,11.0,,,,,,1.0,2.0,15.0,9.0,,37.0,64.0,,1.0,,3.0,22.0,5.0,5.0,,3.0,2.0,10.0,3.0,,7.0,2.0,81.0,53.0,3.0,53.0,30.0,,,58.0,8.0,3.0,,1.0,1.0,1.0,,164.0,,,,,,,18.0,,,,,,,,,30.0,,11.0,11.0,,2.0,51.0,94.0,39.0,10.0,,1.0,7.0,5.0,258.0,,,9.0,3.0,,56.0,41.0,29.0,,,,,177.0,177.0,3.0,32.0,21.0,40.1,,,22.0,0.0,,,,34.0,2.0,,2.0,,,2.0,3.0,,2.0,36.0,151.0,17.0,8.0,101.0,26.0,53.0,16.0,2.0,16.0,14.0,2.0,83.0,15.0,201.0,,1.0,49.0,12.0,91.0,4.0,286.0,,0.0,13.0,12.0,,25.0,0.0,502.0,8.0,7.0,2.0,7.0,0.0,,,,,,,,7.0,6.0,,,18.0,,,,,,,,,,,,,
2016-17,855406,24.0,2017-02-05 16:00:00,13,Leicester,Home,85.0,10.0,2.0,4.0,2.0,5.0,1.0,111.0,2.0,,3.0,6.0,9.0,16.0,192.0,,,14.0,39.0,16.0,7.0,1.0,,1.0,,,1.0,,,7.0,,,,,,1.0,8.0,13.0,3.0,,50.0,54.0,,,,2.0,18.0,4.0,11.0,,,10.0,10.0,4.0,,9.0,3.0,78.0,55.0,2.0,17.0,13.0,,,62.0,12.0,13.0,,,4.0,2.0,1.0,144.0,,,,,,,7.0,,,,,,,,,13.0,,12.0,12.0,1.0,3.0,47.0,72.0,25.0,3.0,,4.0,4.0,1.0,261.0,,,3.0,1.0,,47.0,58.0,23.0,,,,,156.0,156.0,1.0,17.0,26.0,32.4,,,18.0,0.0,,,,51.0,5.0,1.0,6.0,,,,6.0,2.0,2.0,60.0,172.0,15.0,8.0,108.0,23.0,17.0,22.0,7.0,23.0,16.0,,102.0,13.0,207.0,,,37.0,11.0,60.0,1.0,292.0,,0.0,11.0,14.0,,20.0,2.0,489.0,12.0,14.0,10.0,13.0,0.0,,,2.0,,,,,6.0,5.0,,,19.0,,,,,,,,,,,,,
2016-17,855420,25.0,2017-02-12 16:00:00,13,Leicester,Away,187.0,19.0,1.0,1.0,,7.0,,185.0,2.0,2.0,1.0,14.0,11.0,38.0,371.0,,1.0,15.0,34.0,29.0,5.0,1.0,1.0,,,,,,1.0,8.0,,,,,,,5.0,7.0,3.0,,85.0,64.0,2.0,2.0,,3.0,23.0,4.0,8.0,,,3.0,8.0,5.0,,7.0,2.0,72.0,65.0,3.0,23.0,15.0,,,68.0,14.0,7.0,,,1.0,1.0,,205.0,,,,,,,8.0,,,,,,,,1.0,15.0,,11.0,11.0,1.0,2.0,111.0,94.0,43.0,7.0,,3.0,3.0,1.0,486.0,,,1.0,3.0,,110.0,52.0,29.0,,,,,188.0,188.0,3.0,34.0,24.0,51.0,,1.0,23.0,0.0,,,,104.0,1.0,1.0,2.0,,,1.0,4.0,,3.0,87.0,362.0,11.0,7.0,221.0,44.0,23.0,24.0,2.0,16.0,14.0,1.0,147.0,15.0,300.0,,2.0,59.0,11.0,103.0,,505.0,1.0,0.0,9.0,18.0,1.0,22.0,2.0,677.0,8.0,11.0,3.0,10.0,0.0,,,1.0,,,,,4.0,5.0,,,16.0,,,,,,,,,,,,,
2016-17,855426,26.0,2017-02-27 20:00:00,13,Leicester,Home,69.0,18.0,2.0,4.0,2.0,4.0,,94.0,4.0,,3.0,6.0,8.0,25.0,159.0,,1.0,16.0,25.0,39.0,3.0,3.0,,1.0,,,1.0,,1.0,7.0,,,,,,1.0,4.0,11.0,6.0,,34.0,78.0,3.0,1.0,2.0,7.0,17.0,2.0,16.0,,,5.0,6.0,3.0,,11.0,5.0,69.0,82.0,7.0,31.0,22.0,,,63.0,8.0,5.0,2.0,,,,1.0,145.0,2.0,,2.0,2.0,,,9.0,,,3.0,4.0,,,,,22.0,,18.0,18.0,8.0,3.0,55.0,81.0,24.0,12.0,1.0,2.0,6.0,8.0,255.0,,,5.0,2.0,,58.0,55.0,23.0,,,,,177.0,177.0,3.0,37.0,27.0,30.7,,1.0,17.0,0.0,,,,43.0,4.0,2.0,6.0,,,,4.0,1.0,3.0,53.0,148.0,6.0,8.0,94.0,35.0,31.0,17.0,3.0,12.0,9.0,,104.0,13.0,195.0,4.0,,40.0,8.0,75.0,3.0,277.0,1.0,0.0,14.0,31.0,1.0,29.0,0.0,506.0,13.0,8.0,5.0,22.0,0.0,1.0,,1.0,,1.0,,,10.0,4.0,,,21.0,,,,,,,,,,,,,
2016-17,855432,27.0,2017-03-04 15:00:00,13,Leicester,Home,85.0,20.0,3.0,7.0,4.0,3.0,,207.0,6.0,,1.0,3.0,12.0,23.0,285.0,1.0,,9.0,26.0,18.0,6.0,3.0,,,,,,,,7.0,,,,,,1.0,4.0,6.0,4.0,,49.0,65.0,2.0,2.0,1.0,2.0,25.0,3.0,6.0,,,10.0,15.0,6.0,1.0,8.0,2.0,59.0,60.0,2.0,21.0,13.0,,,76.0,12.0,12.0,,,2.0,,,173.0,2.0,,1.0,1.0,1.0,,12.0,,,1.0,1.0,,,,1.0,13.0,,12.0,12.0,,1.0,99.0,86.0,35.0,4.0,1.0,6.0,5.0,5.0,361.0,,,1.0,,,120.0,55.0,39.0,,,,,173.0,173.0,5.0,17.0,38.0,49.5,,,25.0,0.0,,,,75.0,2.0,1.0,3.0,,1.0,,9.0,1.0,2.0,96.0,266.0,14.0,11.0,99.0,38.0,21.0,16.0,6.0,27.0,21.0,,149.0,12.0,324.0,1.0,,28.0,12.0,67.0,1.0,396.0,1.0,0.0,17.0,22.0,1.0,18.0,1.0,598.0,16.0,8.0,10.0,17.0,0.0,,,7.0,,,,,8.0,9.0,,3.0,32.0,,,,,,,,,,,,,
2016-17,855443,28.0,2017-04-26 19:45:00,13,Leicester,Away,128.0,9.0,,1.0,1.0,7.0,,95.0,2.0,,,11.0,10.0,18.0,222.0,,,15.0,29.0,20.0,4.0,1.0,,,,,,1.0,,3.0,,,,,,2.0,6.0,5.0,8.0,,45.0,62.0,,,,6.0,13.0,2.0,8.0,,,1.0,5.0,2.0,,8.0,3.0,57.0,48.0,6.0,39.0,20.0,,,49.0,13.0,9.0,,,3.0,2.0,,130.0,,,,,,,6.0,,,,2.0,,,,,20.0,,18.0,18.0,1.0,,74.0,65.0,24.0,12.0,,2.0,3.0,3.0,294.0,,,1.0,1.0,1.0,40.0,64.0,16.0,,,,,138.0,138.0,3.0,39.0,15.0,31.1,,,13.0,0.0,,,,68.0,2.0,3.0,5.0,,,,2.0,1.0,2.0,40.0,211.0,7.0,5.0,150.0,29.0,39.0,5.0,1.0,10.0,9.0,,82.0,15.0,177.0,2.0,,40.0,12.0,64.0,6.0,317.0,,0.0,7.0,16.0,,21.0,4.0,503.0,11.0,3.0,1.0,11.0,0.0,,,,,,,,7.0,,,,13.0,,,,,,,,,,,,,
2016-17,855461,29.0,2017-03-18 15:00:00,13,Leicester,Away,104.0,19.0,,1.0,1.0,3.0,,131.0,1.0,,1.0,6.0,12.0,26.0,234.0,,3.0,9.0,35.0,16.0,6.0,,1.0,,,1.0,1.0,,2.0,6.0,,,,,,1.0,8.0,12.0,8.0,,46.0,76.0,4.0,2.0,2.0,3.0,12.0,2.0,13.0,1.0,,5.0,6.0,,1.0,7.0,3.0,81.0,54.0,3.0,28.0,16.0,,,70.0,14.0,10.0,1.0,,2.0,1.0,1.0,176.0,3.0,,1.0,1.0,2.0,,12.0,,,1.0,3.0,,,,,16.0,,5.0,5.0,,1.0,69.0,94.0,36.0,6.0,1.0,3.0,6.0,5.0,323.0,,,5.0,3.0,,63.0,71.0,24.0,,,,,171.0,171.0,5.0,30.0,32.0,41.4,,3.0,12.0,0.0,,,,63.0,4.0,1.0,4.0,,1.0,1.0,4.0,,3.0,52.0,226.0,5.0,9.0,132.0,33.0,28.0,21.0,4.0,11.0,7.0,1.0,107.0,10.0,233.0,3.0,,40.0,14.0,88.0,,354.0,,0.0,11.0,23.0,3.0,18.0,1.0,530.0,9.0,8.0,5.0,17.0,0.0,1.0,,3.0,,,,,8.0,3.0,,,15.0,,,,,,,,,,,,,
2016-17,855466,30.0,2017-04-01 15:00:00,13,Leicester,Home,109.0,8.0,,2.0,2.0,4.0,1.0,170.0,1.0,,4.0,5.0,5.0,16.0,277.0,1.0,,14.0,40.0,25.0,10.0,1.0,2.0,,,,,,,14.0,,,,1.0,,5.0,4.0,9.0,1.0,,37.0,65.0,1.0,1.0,,3.0,28.0,6.0,10.0,,1.0,10.0,6.0,3.0,,7.0,2.0,68.0,64.0,3.0,28.0,14.0,,,59.0,7.0,11.0,1.0,,3.0,3.0,,171.0,2.0,,1.0,2.0,,,11.0,,,2.0,1.0,,,,,14.0,1.0,19.0,19.0,1.0,4.0,93.0,87.0,40.0,4.0,1.0,2.0,11.0,10.0,366.0,,,3.0,1.0,,73.0,68.0,29.0,,,,,170.0,170.0,1.0,21.0,34.0,48.3,1.0,1.0,28.0,0.0,,,,93.0,2.0,,2.0,,,2.0,7.0,2.0,3.0,76.0,263.0,13.0,13.0,133.0,33.0,28.0,12.0,8.0,20.0,12.0,2.0,129.0,13.0,281.0,1.0,,23.0,6.0,61.0,1.0,394.0,2.0,0.0,23.0,20.0,,19.0,1.0,614.0,17.0,8.0,10.0,9.0,0.0,,,4.0,,,,,12.0,11.0,,,16.0,,,,,,,,,,,,,
2016-17,855475,31.0,2017-04-04 19:45:00,13,Leicester,Home,124.0,19.0,1.0,7.0,6.0,1.0,1.0,195.0,1.0,,1.0,5.0,13.0,27.0,312.0,,,19.0,24.0,23.0,10.0,4.0,,,,,,,,13.0,,,,,,3.0,4.0,9.0,6.0,,59.0,64.0,,,,3.0,21.0,6.0,2.0,,,5.0,11.0,7.0,,14.0,,55.0,50.0,3.0,34.0,24.0,,1.0,69.0,12.0,12.0,1.0,,3.0,2.0,,165.0,2.0,,2.0,2.0,,,9.0,,,2.0,1.0,,,,1.0,24.0,,10.0,10.0,1.0,1.0,91.0,83.0,38.0,6.0,,5.0,11.0,8.0,370.0,,,4.0,1.0,,59.0,84.0,33.0,,,,,144.0,144.0,4.0,28.0,25.0,54.7,,,21.0,0.0,,,,85.0,2.0,1.0,4.0,,2.0,,5.0,,3.0,98.0,296.0,14.0,16.0,143.0,33.0,34.0,8.0,4.0,24.0,20.0,,138.0,10.0,281.0,1.0,,25.0,16.0,64.0,1.0,400.0,,0.0,19.0,11.0,1.0,27.0,0.0,612.0,11.0,4.0,5.0,8.0,0.0,,,1.0,,,,,11.0,8.0,,,20.0,,,,,,,,,,,,,
2016-17,855484,32.0,2017-04-09 16:00:00,13,Leicester,Away,113.0,14.0,2.0,3.0,1.0,4.0,,169.0,3.0,1.0,3.0,7.0,13.0,27.0,279.0,,,11.0,19.0,18.0,2.0,1.0,1.0,,,,1.0,,1.0,3.0,,,,,,,8.0,7.0,5.0,,55.0,58.0,1.0,,1.0,1.0,17.0,1.0,13.0,,,6.0,6.0,6.0,,12.0,1.0,63.0,54.0,1.0,31.0,12.0,,,72.0,15.0,8.0,1.0,,3.0,2.0,1.0,154.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,1.0,,,,2.0,12.0,,14.0,14.0,,3.0,87.0,82.0,35.0,4.0,1.0,,4.0,4.0,361.0,,,4.0,1.0,,71.0,72.0,22.0,,,,,158.0,158.0,1.0,25.0,25.0,39.9,,,17.0,0.0,,,,86.0,1.0,2.0,3.0,,,1.0,1.0,1.0,3.0,70.0,266.0,8.0,4.0,130.0,25.0,31.0,16.0,5.0,19.0,14.0,2.0,120.0,9.0,271.0,1.0,1.0,42.0,14.0,80.0,,382.0,,0.0,6.0,18.0,,23.0,2.0,578.0,8.0,10.0,6.0,11.0,0.0,,,2.0,1.0,,1.0,1.0,4.0,2.0,3.0,,11.0,,,,,,,,,,,,,
